id,sentence,sentiment
987dc5f6-d0eb-4a0b-8e2f-f39f14b7fa16,"Berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` Die Another Day '' one of the most entertaining Bonds in years",4
ab2f6a83-527c-4ab5-9580-a4b32af74a17,"It 's more enjoyable than I expected , though , and that 's because the laughs come from fairly basic comedic constructs .",3
67325534-b6dc-42d4-8106-3fe35d1c34d1,Strictly a ` guy 's film ' in the worst sense of the expression .,1
9d1f3243-d665-43d3-b03c-e7b17d194a44,"The Ring is worth a look , if you do n't demand much more than a few cheap thrills from your Halloween entertainment .",2
c6959209-b500-4725-bd39-889abce0a971,And for all the wrong reasons besides .,1
7e12a505-823d-4136-98cd-e83115add82d,"Writer-director Randall Wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic .",1
919a37d1-2f7b-43eb-b21a-b5a68e23fe1d,There 's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,4
1bcce94d-5587-4556-915e-e1caf7742896,"Though Harris is affecting at times , he can not overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities .",1
817ca116-7a1e-4811-9af8-16f66cee8893,Can be viewed as pure composition and form -- film as music,3
48a1c867-2097-4de7-9c02-c5cdc80868e8,"This Chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .",4
f9315a0d-47d4-4f10-9fe4-827e0a6125af,"In XXX , Diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .",4
f9e5e23a-f966-4aa3-bf22-2d3985a509cf,"Full of witless jokes , dealing in broad stereotypes and outrageously unbelievable scenarios , and saddled with a general air of misogyny",2
4a855a28-7b8b-41f9-b185-5b111762eaef,"The story plays out slowly , but the characters are intriguing and realistic .",3
b89b6e58-f974-46c1-8b0f-12f70f58fb79,"For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",3
a9f06630-7be8-4ffc-b4fd-0132412357a1,The pitch must have read like a discarded House Beautiful spread .,2
33dc56e9-2744-4fb9-9864-2856d2533f46,"Will only satisfy those who ca n't tell the difference between the good , the bad and the ugly .",1
e169e17b-dd66-44cc-9bd3-16aeadfb5016,"Thriller directorial debut for Traffic scribe Gaghan has all the right parts , but the pieces do n't quite fit together .",2
b6d204ed-e553-48fd-a763-360b5b0896b8,About Schmidt is undoubtedly one of the finest films of the year .,4
60533ae3-1be3-444f-b78a-618037102400,And that holds true for both the movie and the title character played by Brendan Fraser .,2
148b0f4c-5345-4ba2-a5fd-e9af084e9a57,Somehow Ms. Griffiths and Mr. Pryce bring off this wild Welsh whimsy .,3
7088d726-3f4c-4033-b1ce-b4a6cf42d223,( It ) has the feel of a summer popcorn movie .,2
649aeb85-4fc5-4f99-91e0-cc2859dbc47c,The modern master of the chase sequence returns with a chase to end all chases,4
27b34e31-0d2f-4d4d-b3c5-333deca23c8d,There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent .,4
d6e1418b-5344-4f9a-a26b-42030bcbaeb1,The universal theme of becoming a better person through love has never been filmed more irresistibly than in ` Baran . ',4
37655828-6303-443c-b922-a96b911eaba4,may prove to be ( Tsai 's ) masterpiece .,4
b26b31ed-1171-4ed4-ac8a-cc5b536640b6,"A highly watchable , giggly little story with a sweet edge to it .",3
6e7d24a9-3199-40f0-a0ed-a8f256176c9b,"Nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .",3
4205f98a-c647-4148-a1ad-0d8745d0bb26,"Not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .",3
e0005d7b-e21e-4069-ba63-07f3bfbc35fc,"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there 's little to be learned from watching ` Comedian '",2
774e17ea-6b23-4f21-8d61-d91bcc2ab9f8,... somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks .,3
5751672e-df66-45ea-aaf5-e33c1056f37b,"Hailed as a clever exercise in neo-Hitchcockianism , this clever and very satisfying picture is more accurately Chabrolian .",4
4fc6c524-f5f0-44e7-885d-4dc82c3dc8ad,Melanie eventually slugs the Yankee .,2
3c9f2b49-be77-4eba-945d-492fb83f5bb1,"A film of empty , fetishistic violence in which murder is casual and fun .",0
2375e14b-e8be-4411-858b-fa2a5fd5ba6a,"Wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by Silly Putty and Kmart blue-light-special effects all conspire to test Trekkie loyalty .",0
f86fc5fc-c029-42b6-9a3c-4c5fccb8d642,Eh .,2
c5caca6e-e136-4a3b-82e9-2361aa0f817c,"There 's an audience for it , but it could have been funnier and more innocent .",1
51edc75e-26da-455a-b6b0-0db054d19a49,Like the Chelsea 's denizens ... Burdette 's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste .,2
4cff3ee3-cb45-4a6e-bd6b-0a5f01618502,It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . ',0
6fb79c8b-c924-40a7-af42-11929acd5c54,All three women deliver remarkable performances .,3
211b1cfb-8261-419d-9ddf-5b50228ef14b,The movie 's blatant derivativeness is one reason it 's so lackluster .,1
d5aa6e67-683a-44b1-8fa6-82a629c60176,"Flashy , pretentious and as impenetrable as Morvern 's thick , working-class Scottish accent .",1
616cc6ad-7f34-46f4-991f-e4553117b368,"On the evidence before us , the answer is clear : Not easily and , in the end , not well enough .",1
68552715-b584-4517-9c30-80db9b741e51,"For all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution .",1
5057015a-b1db-4886-9032-f4510ce5c728,"For this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- Chelsea Walls deserves a medal .",3
706d86b9-5067-42cc-8c48-b6b2de38dce9,What 's missing is what we call the ` wow ' factor .,1
f4a2a414-8f3d-4493-93d3-c3e8c4da91d4,We get the comedy we settle for .,1
16e0816a-eef4-4701-be9a-181d579b2c1e,Not even Felinni would know what to make of this Italian freakshow .,0
840ed24d-c477-4c1d-885d-a4fa12d81f5f,"Andersson creates a world that 's at once surreal and disturbingly familiar ; absurd , yet tremendously sad .",2
36079b67-a6df-42b3-b507-5ce980c245b2,Coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .,1
5bd21df6-8a3e-45da-bcab-a476ba4e7520,A movie in which two not very absorbing characters are engaged in a romance you ca n't wait to see end .,0
6d7afd98-d9c1-4da2-aa0f-7de2af36531f,"This quiet , introspective and entertaining independent is worth seeking .",4
8816a9fb-efdf-49d8-8afe-5c406768f0d5,Delight your senses and crash this wedding !,4
86086c38-8f9c-4710-a63d-d9d8193ad3f2,Slick piece of cross-promotion .,3
cb9a261a-f1e0-4551-a007-a16e87e197b7,"This movie is about lying , cheating , but loving the friends you betray .",2
464e25b6-ec5b-4c7e-9bc1-35eea26000a0,"The bottom line with Nemesis is the same as it has been with all the films in the series : Fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it .",3
0c1ebc66-3f11-416b-87bc-5f088abd9274,` Alice 's adventure through the looking glass and into zombie-land ' is filled with strange and wonderful creatures .,3
f1cf7211-ef24-458a-b6a9-13c76158c4e4,"It 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",4
d7f2237e-7c44-4ccf-a81c-3cae62309b11,The Piano Teacher is not an easy film .,1
2bd022bc-d262-456d-9568-e4ae05f4f9a3,"It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .",3
d1f26598-a266-47e3-9606-d2b99ba5e90b,A sequence of ridiculous shoot - 'em - up scenes .,1
98e72c48-554e-49b3-987b-576b203d35bf,"This film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .",1
b4b36abb-3033-4f86-8c16-5bcf8dc863d0,"Stanley Kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe .",4
031d5316-e750-4332-a367-be8c8f76bc27,"More than their unique residences , Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .",4
9ece308b-7d7e-4456-974f-ab91daec9d65,A good piece of work more often than not .,3
d6a64f77-8a57-4fa4-938d-057dd60e48ad,"While it is welcome to see a Chinese film depict a homosexual relationship in a mature and frank fashion , Lan Yu never catches dramatic fire .",1
1bd633dd-deac-4e5d-9b37-9552efa776e9,Both damning and damned compelling .,3
ceffff0d-5b1c-4691-bb6d-148256d33ea4,"Ms. Seigner and Mr. Serrault bring fresh , unforced naturalism to their characters .",4
ec956755-b823-4cfb-b952-cd877dadb5d8,"Beautifully observed , miraculously unsentimental comedy-drama .",4
f3a24441-68b6-41eb-ac22-a5a171015ce8,"While Serving Sara does have a long way to go before it reaches the level of crudity in the latest Austin Powers extravaganza , there 's nothing here to match that movie 's intermittent moments of inspiration .",2
0d495f11-3ebe-4a14-aa3a-5447ac8a1e17,"The scope of the Silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . .",3
7c710f4b-d241-4b58-8926-a9122a2367a9,"In the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .",3
77092f7c-b907-453c-84ec-4118c9590583,"The seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going .",2
ea18c041-ff28-4ca5-bddd-8ce8424d1df9,"Faithful without being forceful , sad without being shrill , `` A Walk to Remember '' succeeds through sincerity .",3
ff7df347-7aa7-445a-9a77-c8a517ebf9b7,A little better than Sorcerer 's Stone .,3
065c825c-5608-4296-b727-a3243261cfe4,The acting is n't much better .,0
efe91660-4c80-4252-acaf-6a350e7bc5b2,"Morton is , as usual , brilliant .",4
dd174e11-d435-458a-bf2c-111976aeec0b,"Ray Liotta and Jason Patric do some of their best work in their underwritten roles , but do n't be fooled : Nobody deserves any prizes here .",1
7664dd14-5bb5-4652-a8ec-8df253c7ebca,Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .,1
07413a67-d7de-4a12-b99d-8cbc0ef0dc35,A standard haunted house tale transplanted to the high seas .,2
beeea0c5-ad25-4b2f-9782-6e9530bca90a,( Woo 's ) most resonant film since The Killer .,3
a80fd83c-71d8-4eaf-a990-f7555ea98e37,"A trashy , exploitative , thoroughly unpleasant experience .",0
968519ac-f5b9-4f07-b997-947ef26f4ecc,Though its atmosphere is intriguing ... the drama is finally too predictable to leave much of an impression .,2
9aeb0b58-691a-44b3-92dc-047966be7730,"( The digital effects ) reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together .",2
4691c0f7-945b-4eab-8747-c4a4c1241b0d,"It 's a long way from Orwell 's dark , intelligent warning cry ( 1984 ) to the empty stud knockabout of Equilibrium , and what once was conviction is now affectation .",1
dab5ab08-2b9a-4486-8ce2-48988028a9c6,"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",3
f2e7d5e0-57b3-49e9-b8e8-bbf1546c278d,"You need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of Haynes ' work .",3
dfc2f7ec-6cbf-4662-9523-fc385d3495b3,Rewarding .,3
42b44b0a-19cb-4ae3-80d3-e5988bcae947,"Ah , what the hell .",2
027d52fe-a6ae-4234-8c04-ceb87ade7693,"Stultifyingly , dumbfoundingly , mind-numbingly bad .",0
ad4c0367-4379-4afe-bc40-cd689a779483,"If it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right .",3
a6667626-2f5d-4bbc-b7fc-fa755d2bcaaf,"De Niro looks bored , Murphy recycles Murphy , and you mentally add Showtime to the pile of Hollywood dreck that represents nothing more than the art of the deal .",0
